chapter_no	chapter_title	id	word	phonetic	pos	tag	meaning	root	example_en	example_cn	extra	source
12	饮食健康	60	cigarette	/sigaret/	n.	核心	香烟		He decided to quit smoking cigarettes after his doctor's warning.	在医生的警告后，他决定戒烟。	cigar n. 雪茄烟	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	61	sober	/sauba/	adj.	高频	清醒的；头脑清醒的 v.（使）醒酒		After the accident, he remained sober and calmly called for help.	事故发生后，他保持清醒并冷静地呼救。	搭配：sober up（使）醒酒	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	62	vegetable	/vedstabl/	n.	核心	蔬菜		Children are often encouraged to eat more green vegetables from an early age.	人们常常鼓励儿童从小就多吃绿色蔬菜。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	63	tomato	/ta'mato/	n.	核心	番茄		This sauce is made from fresh tomatoes, basil, and olive oil.	这种酱汁是由新鲜番茄、罗勒和橄榄油制成的。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	64	potato	/pa'letau/	n.	核心	马铃薯		Baked potato with butter and herbs is a simple but delicious side dish.	配黄油和香草的烤土豆是一道简单却美味的配菜。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	65	pea	/pi:/	n.	核心	豌豆		Stir the peas into the rice just before serving for a touch of colour.	上桌前把豌豆拌入米饭中，增添一点色彩。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	66	cabbage	/kabrdʒ/	n.	高频	洋白菜，卷心菜，甘蓝	cap = 头 → cabbage 卷成一个头（球）	Cabbage soup is a common dish in many Eastern European countries.	卷心菜汤在许多东欧国家是一道常见的菜肴。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	67	onion	/Anjon/	n.	核心	洋葱		Chopping onions often brings tears to the eyes of even experienced cooks.	切洋葱常常让经验丰富的厨师也泪流满面。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	68	mushroom	/ma'frum/	n.	核心	蘑菇 v. 呈蘑菇状扩散		The small business mushroomed into a nationwide chain within five years.	这家小企业五年内迅速发展成为一家全国连锁店。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	69	eggplant	/egplant/	n.	高频	茄子		Grilled eggplant with garlic is a popular summer dish in Mediterranean cuisine.	蒜香烤茄子是地中海美食中一道受欢迎的夏日菜肴。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	70	carrot	/kærət/	n.	核心	胡萝卜		She chopped the carrots into small cubes and added them to the stew.	她把胡萝卜切成小丁，然后放入炖菜中。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	71	turnip	/tɜːnʃp/	n.	识记	芜菁		Turnip is a root vegetable that can be roasted or added to soups.	芜菁是一种根茎类蔬菜，可以烤着吃或加到汤里。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	72	radish	/rædɪʃ/	n.	低频	樱桃萝卜		She sliced the radish thinly to add a crunchy texture to the salad.	她把樱桃萝卜切成薄片，为沙拉增添清脆的口感。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	73	fruit	/fruːt/	n.	核心	水果；成果		Eating a variety of fresh fruit every day provides essential vitamins.	每天吃各种各样的新鲜水果可以提供必需的维生素。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	74	peel	/piːl/	v.	核心	剥（水果、蔬菜等的）皮 n.（水果）皮		Could you help me peel the potatoes while I prepare the other vegetables?	我准备其他蔬菜时，你能帮我削一下土豆皮吗？		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	75	strip	/strɪp/	v.	核心	剥去，除去 n. 条，带		First, strip the bark from the branch before carving it into shape.	先把树枝的皮剥去，再把它雕刻成形。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	76	core	/kɔː/	n.	核心	果核		After eating the apple, she threw the core into the compost bin.	吃完苹果后，她把果核扔进了堆肥箱。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	77	hull	/hʌl/	n.	低频	（果实等的）外壳；船体 v. 剥去（果实等的）外壳		The hull of the ship was damaged when it hit the rocks near the shore.	船体在触碰到近岸的礁石时受损了。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	78	cherry	/ˈtʃerɪ/	n.	核心	樱桃；樱桃树		Japan is famous for its cherry blossoms, which attract tourists every spring.	日本以樱花闻名，每年春天都吸引众多游客。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	79	berry	/'beri/	n.	核心	浆果		He picked a handful of wild berries while walking through the forest.	他穿行森林时采摘了一把野生浆果。	strawberry n. 草莓；blueberry n. 蓝莓	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	80	grape	/graɪp/	n.	核心	葡萄		Wine is made by fermenting the juice of crushed grapes over time.	葡萄酒是通过将压碎的葡萄汁长时间发酵制成的。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	81	papaya	/pə'paɪə/	n.	低频	番木瓜		Papaya is rich in vitamin C and is often used in tropical fruit salads.	木瓜富含维生素C，常用于热带水果沙拉中。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	82	peach	/piːt/	n.	核心	桃子		A ripe peach should feel slightly soft and have a strong sweet smell.	成熟的桃子摸起来应该有点软，闻起来有浓郁的甜香。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	83	pear	/peə/	n.	核心	梨		She packed an apple and a pear in her lunch bag for a healthy snack.	她在午餐袋里装了一个苹果和一个梨，当作健康零食。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	84	plum	/plʌm/	n.	核心	李子；梅子		The plum tree in the garden produces a large harvest every summer.	花园里的那棵李子树每年夏天都大获丰收。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	85	orange	/ˈɔːrɪndʒ/	n.	核心	橙子		The orange is one of the most widely grown citrus fruits in the world.	橙子是世界上种植最广泛的柑橘类水果之一。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	86	melon	/'melən/	n.	高频	瓜，甜瓜		On a hot afternoon, nothing is more refreshing than a slice of cold melon.	在炎热的午后，没有什么比一片冰凉的甜瓜更提神的了。	watermelon n. 西瓜	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	87	lemon	/'lemən/	n.	核心	柠檬		Adding a few drops of lemon juice can greatly enhance the flavor of fish.	加几滴柠檬汁可以大大提升鱼肉的风味。	lemonade n. 柠檬饮料	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	88	kiwi	/kiwi:/	n.	高频	猕猴桃，奇异果		Kiwi fruit is not only tasty but also packed with vitamin C and fibre.	猕猴桃不仅美味，而且富含维生素C和纤维。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	89	crop	/krop/	n.	核心	庄稼；收成，产量		Heavy rain in the spring can damage the crops and reduce the harvest.	春天的大雨会损害庄稼并减少收成。	搭配：reap crops 收割庄稼	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	90	corn	/kɔːn/	n.	核心	[英]（小麦等）谷物；[美]玉米		Farmers in the region grow corn primarily for animal feed and biofuel.	该地区的农民种植玉米主要用于动物饲料和生物燃料。	popcorn n. 爆米花	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	91	grain	/grain/	n.	核心	谷物；颗粒		Countries like China and India produce huge quantities of grain each year.	像中国和印度这样的国家每年生产大量的谷物。	搭配：a grain of 一点，些微；一粒	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	92	wheat	/wit/	n.	核心	小麦		Bread, pasta, and many cereals are all made from wheat flour.	面包、意大利面和许多麦片都是用小麦粉制成的。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	93	reap	/rip/	v.	高频	收割；收获		Farmers reap their wheat fields in early summer when the crop turns golden.	农民在初夏庄稼变成金黄色时收割小麦。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	94	flour	/flau/	n.	核心	面粉；粉状物质		To make the cake, first sift the flour and sugar together in a bowl.	要做蛋糕，首先把面粉和糖一起过筛放入碗中。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	95	porridge	/ˈpɔrɪdʒ/	n.	高频	麦片粥		In many countries, porridge is a traditional breakfast meal during winter.	在许多国家，麦片粥是冬季传统的早餐食品。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	96	paste	/pest/	n.	低频	糨糊；面团		Mix the flour and water into a smooth paste before adding it to the soup.	先把面粉和水混合成光滑的面团，再把它加入汤中。	搭配：make/mix a paste 和面	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	97	livestock	/laivstok/	n.	高频	家畜		Raising livestock is the main source of income for many rural families.	饲养家畜是许多农村家庭的主要收入来源。	搭配：livestock sector 牲畜饲牧业	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	98	chicken	/tʃikən/	n.	核心	鸡		They keep a few chickens in the yard to provide fresh eggs every day.	他们在院子里养了几只鸡，每天提供新鲜鸡蛋。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	99	turkey	/tʃuki/	n.	高频	火鸡		Roast turkey is the centrepiece of Thanksgiving dinner in many American homes.	烤火鸡是许多美国家庭感恩节晚餐的主菜。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	100	beef	/bi:/	n.	核心	牛肉		He ordered a steak made from the finest local beef in the restaurant.	他在餐厅点了一份用当地最好的牛肉制成的牛排。	beefy adj. 强壮的；肥胖的；搭配：braise beef 炖牛肉	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	101	dairy	/'deari/	n.	核心	乳制品；乳品店 adj. 乳制的		Dairy products such as milk and cheese are rich in calcium and protein.	牛奶和奶酪等乳制品富含钙和蛋白质。	diary n. 日记；搭配：dairy products 乳制品	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	102	pork	/pɔ:k/	n.	核心	猪肉		Sweet and sour pork is a classic dish in Chinese restaurants worldwide.	酸甜咕咾肉是世界各地中餐馆的一道经典菜肴。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	103	mutton	/mʌtn/	n.	高频	羊肉		Mutton stew is a hearty winter meal popular in many mountainous regions.	炖羊肉是一道丰盛的冬季菜肴，在许多山区很受欢迎。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	104	sausage	/'spsidʒ/	n.	核心	香肠		Grilled sausage with fried onions makes a simple but delicious street food.	烤香肠配煎洋葱是一种简单又美味的街头小吃。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	105	milk	/mɪlk/	n.	核心	奶 v. 挤奶		She drinks a glass of warm milk almost every night before going to bed.	她几乎每天晚上睡觉前都喝一杯温牛奶。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	106	yogurt	/'jɒɡət/	n.	核心	酸奶		Plain yogurt with fresh berries makes a healthy and convenient breakfast.	原味酸奶搭配新鲜浆果是一份健康又方便的早餐。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	107	cream	/kri:m/	n.	核心	奶油		She added a spoonful of thick cream to the soup to make it richer.	她往汤里加了一勺浓奶油，让味道更香浓。	creamy adj. 含乳脂的；奶油色的	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	108	fish	/fɪʃ/	n.	核心	鱼 v. 钓鱼		Eating fish twice a week is recommended for a healthy heart.	每周吃两次鱼对心脏健康有益。	搭配：an odd fish 古怪的人	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	109	cheese	/tʃiːz/	n.	核心	奶酪		A simple cheese sandwich can be a satisfying lunch when you are in a hurry.	赶时间的时候，一个简单的奶酪三明治就是一顿令人满足的午餐。	搭配：a big cheese 要员，大人物	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	110	pond	/pɒnd/	n.	核心	池塘		The children fed the ducks swimming in the small pond near the park.	孩子们投喂了在公园附近小池塘里游泳的鸭子。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	111	butter	/'bʌtə/	n.	核心	黄油 v. 涂黄油		She spread a thick layer of butter on the warm toast.	她在热乎乎的烤面包片上涂了厚厚一层黄油。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	112	rod	/rɒd/	n.	高频	杆，竿		He took his fishing rod and walked to the riverside early in the morning.	他一大早就拿着钓鱼竿走到了河边。	搭配：a fishing rod 钓鱼竿	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	113	salad	/'sæləd/	n.	核心	色拉	sal = 盐 → salad 意为“被加过盐的”	A fresh green salad with a light dressing is perfect with any main dish.	一份配有清淡调料的鲜蔬色拉与任何主菜都是绝配。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	114	pie	/pai/	n.	核心	馅饼，派		She baked an apple pie for the family gathering, and it was finished in minutes.	她为家庭聚会烤了一个苹果派，几分钟就被吃光了。	搭配：a pie chart 饼状图	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	115	pizza	/'pitsa/	n.	核心	比萨饼		They decided to order a large pizza with extra cheese and mushrooms.	他们决定点一个大号的比萨，加额外奶酪和蘑菇。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	116	pasta	/'pasta/	n.	核心	意大利面食		Pasta is incredibly versatile and can be served with a huge variety of sauces.	意大利面食用途广泛，可以搭配各种各样的酱汁。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	117	sandwich	/'sanwridʒ/	v.	核心	把......夹入 n. 三明治		He was sandwiched between two tall man on the crowded underground train.	在拥挤的地铁上，他被夹在两个高个子男人之间。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	118	hamburger	/'hamb3:ga/	n.	核心	汉堡包；汉堡牛肉饼		The children wanted hamburgers and fries for lunch after the movie.	看完电影后，孩子们午餐想吃汉堡和薯条。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	119	spaghetti	/spa'geti/	n.	核心	意大利细面条		She twirled the spaghetti around her fork and took a big bite.	她把意大利面绕在叉子上，然后咬了一大口。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	120	soup	/'su:p/	n.	核心	汤		A bowl of hot chicken soup is often just what you need on a cold day.	大冷天里，一碗热鸡汤往往正是你所需要的。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	121	pudding	/'pudin/	n.	高频	[尤美]冷布丁；[尤英]热布丁糕		After the main course, they served a rich chocolate pudding for dessert.	主菜过后，他们端上了浓郁的巧克力布丁作为甜点。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	122	loaf	/ləʊt/	n.	高频	一条（面包） v. 游荡，闲逛		He bought a fresh loaf of wholemeal bread from the bakery on the corner.	他从街角的面包店买了一条新鲜的全麦面包。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	123	biscuit	/'biskit/	n.	核心	[英]饼干；[美]烤饼，小圆面包		She offered us tea and a plate of biscuits when we arrived at her home.	我们到她家时，她招待我们喝茶，还端上一盘饼干。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	124	jam	/dʒæm/	n.	核心	果酱		He spread strawberry jam generously on his toast every morning.	他每天早上都在烤面包上涂上厚厚的草莓酱。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	125	nut	/nʌt/	n.	核心	坚果；螺母		A handful of mixed nuts makes a nutritious snack between meals.	一把混合坚果是两餐之间富有营养的零食。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	126	chocolate	/tʃɒklɪt/	n.	核心	巧克力		Dark chocolate with a high cocoa content is believed to have health benefits.	可可含量高的黑巧克力被认为有益健康。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	127	ice cream	/aɪs'kɪm/	n.	核心	冰激凌		On hot summer days, children love to buy ice cream from the truck in the park.	在炎热的夏天，孩子们喜欢从公园里的冰激凌车上买冰激凌。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	128	vanilla	/və'nɪlə/	n.	高频	香草 adj. 香草味的		Vanilla is one of the most popular ice cream flavours around the world.	香草是全球最受欢迎的冰激凌口味之一。	vanilla ice cream / ice-cream cone / ice candy / milkshake / sundae	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	129	mustard	/mʌstəd/	n.	高频	芥末；芥菜		He added a little mustard to the sandwich to give it extra flavour.	他往三明治里加了一点芥末来增添风味。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	130	wasabi	/wə'saːbi/	n.	低频	山葵；山葵根		Sushi is often eaten with a small amount of wasabi mixed into the soy sauce.	寿司常常蘸着混入少量山葵的酱油食用。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	131	pepper	/'pepə/	n.	核心	胡椒粉；柿子椒		Season the steak with salt and freshly ground black pepper before cooking.	烹饪前用盐和现磨的黑胡椒粉给牛排调味。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	132	ginger	/dʒɪndʒə/	n.	核心	姜		Ginger tea is a traditional remedy for a sore throat and a cold.	姜茶是治疗喉咙痛和感冒的传统方法。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	133	garlic	/'ɡɑːlɪk/	n.	核心	蒜		He fried the garlic in olive oil until it turned golden brown.	他用橄榄油把蒜煸炒至金黄色。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	134	scallion	/'skælɪən/	n.	低频	大葱		Chop the scallion finely and sprinkle it on top of the dish before serving.	把大葱切碎，在上菜前撒在菜肴上。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	135	vinegar	/'vɪnɪɡə/	n.	核心	醋		A mixture of oil and vinegar makes a simple but tasty salad dressing.	油和醋的混合物可以制成简单又美味的色拉调料。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	136	salt	/sɔːlt/	n.	核心	盐		Too much salt in your diet can lead to high blood pressure over time.	饮食中盐分过多久而久之会导致高血压。	salty adj. 咸的；含盐的	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	137	sugar	/'sʊɡə/	n.	核心	糖		She reduced the amount of sugar in the recipe to make the cake healthier.	她减少了食谱中糖的用量，让蛋糕更健康。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	138	candy	/'kændi/	n.	核心	糖果		Children should avoid eating too much candy because it can damage their teeth.	儿童应该避免吃太多糖果，因为会损害牙齿。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	139	honey	/'hʌni/	n.	核心	蜂蜜		A spoonful of honey in warm water can soothe a sore throat effectively.	一勺蜂蜜加入温水中能有效缓解喉咙痛。		https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	140	flavour	/ˈflævər/	n.	核心	味道；口味；特色，风格		This ice cream comes in twelve different flavours, from vanilla to mango.	这款冰淇淋有从香草到芒果的十二种不同口味。	美式拼写：flavor；形容词：flavourful（美味的）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	141	sour	/sɔːr/	adj.	核心	酸的；闷闷不乐的		The lemonade tasted too sour, so I added a spoonful of sugar.	柠檬水尝起来太酸了，所以我加了一勺糖。	搭配：look sour（满脸不高兴）；反义词：sweet	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	142	sweet	/swiːt/	adj.	核心	甜的；愉快的		The sweet aroma of freshly baked cookies filled the entire kitchen.	新鲜出炉的饼干甜蜜的香气充满了整个厨房。	动词：sweeten（使变甜）；名词：sweetness	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	143	bitter	/ˈbɪtə/	adj.	核心	苦的；痛苦的；严寒的		Black coffee has a bitter taste, but many people enjoy it without sugar.	黑咖啡有苦味，但很多人喜欢不加糖饮用。	名词：bitterness；反义词：sweet	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	144	spicy	/ˈspaɪsɪ/	adj.	核心	辣的		The spicy curry made my mouth burn, but I couldn't stop eating it.	辛辣的咖喱让我的嘴里火辣辣的，但我还是忍不住一直吃。	名词：spice（香料）；比较级：spicier	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	145	delicious	/dɪˈlɪʃəs/	adj.	核心	美味的		My grandmother's homemade apple pie is absolutely delicious.	我祖母自制的苹果派非常美味。	副词：deliciously；同义词：tasty	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	146	yummy	/ˈjʌmi/	adj.	高频	美味的		The chocolate cake was so yummy that I asked for a second slice.	巧克力蛋糕太好吃了，我又要了一块。	常用于儿童口语；比较级：yummier	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	147	tasty	/ˈteɪstɪ/	adj.	核心	美味的，可口的		The chef prepared a tasty meal using only fresh local ingredients.	厨师只用当地新鲜的食材就做出了一顿可口的饭菜。	名词：taste；比较级：tastier	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	148	hunger	/ˈhʌŋɡər/	n.	核心	饥饿；饥饿感；渴望		After hiking for six hours, we felt a sharp hunger and stopped for a meal.	徒步六小时后，我们感到强烈的饥饿，停下来吃了一顿饭。	形容词：hungry（饥饿的）；搭配：hunger for（渴望）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	149	thirsty	/ˈθɜːrstɪ/	adj.	核心	渴的；渴望的		The players were thirsty after running on the field under the hot sun.	球员们在烈日下奔跑后感到口渴。	名词：thirst；搭配：thirsty for（渴望）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	150	spice	/spaɪs/	n.	核心	(调味)香料；给生活增添情趣的事		Cinnamon and cumin are common spices used in many cuisines around the world.	肉桂和小茴香是世界各地许多菜肴中常用的香料。	形容词：spicy（辛辣的）；习语：Variety is the spice of life.	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	151	sauce	/seɪs/	n.	核心	酱汁		The spaghetti was delicious with a rich tomato and basil sauce.	浓郁的番茄罗勒酱让意大利面非常美味。	搭配：soy sauce（酱油）；on the sauce（经常喝酒）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	152	ketchup	/ˈketʃup/	n.	高频	番茄酱		He always adds extra ketchup to his fries, even though it's unhealthy.	他总是在薯条上加很多番茄酱，即使这不健康。	也拼作catsup；常见搭配：tomato ketchup	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	153	perfume	/ˈpɜːrfjuːm/	n.	高频	香味，芳香；香水		The perfume of roses in the garden attracted many butterflies.	花园里玫瑰的芳香吸引了许多蝴蝶。	动词：perfume（使充满香气）；形容词：perfumed	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	154	ingredient	/ɪnˈɡriːdiənt/	n.	核心	成分；(烹调用的)原料；因素		Fresh ingredients are the key to making a healthy and tasty salad.	新鲜的食材是制作健康美味沙拉的关键。	同义词：component, element	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	155	supplement	/ˈsʌpləmənt/	n.	高频	营养补充剂；补贴		Many athletes take vitamin supplements to improve their performance.	许多运动员服用维生素补充剂来提高表现。	动词义：增补，补充（/ˈsʌpləment/）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	156	digest	/ˈdaɪdʒest/	v.	核心	消化；理解，领悟		It takes time to digest a large meal, so don't exercise immediately after eating.	消化一顿大餐需要时间，所以饭后不要马上运动。	名词：digestion（消化）；形容词：digestive	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	157	cook	/kʊk/	v.	核心	烹调，烧，煮 n. 厨师		My father loves to cook Italian dishes for the whole family on weekends.	我父亲喜欢在周末为全家人做意大利菜。	名词：cooker（炊具）；形容词：cooked（煮熟的）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	158	bake	/beɪk/	v.	核心	烘烤；烤熟		We decided to bake fresh bread for our neighbors as a friendly gesture.	我们决定烘焙新鲜面包送给邻居，以示友好。	名词：baker（面包师）；bakery（面包店）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	159	fry	/fraɪ/	v.	核心	油煎		She likes to fry eggs in olive oil for a healthier breakfast.	她喜欢用橄榄油煎鸡蛋，使早餐更健康。	名词：frying pan（煎锅）；过去式：fried	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	160	roast	/rəʊst/	v.	核心	烤 n. 烤肉		We roasted a chicken in the oven for Sunday lunch with the family.	我们在烤箱里烤了一只鸡，供周日家庭午餐。	形容词：roasted；常见搭配：roast beef	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	161	toast	/təʊst/	v.	高频	向......祝酒，为......干杯；烤 n. 烤面包片		Let's toast to the happy couple and their future together.	让我们为这对幸福的夫妇和他们的未来干杯。	名词：toaster（烤面包机）；文化来源：17世纪英国饮酒习俗	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	162	suck	/sʌk/	v.	高频	吮吸		The baby sucked milk from the bottle contentedly before falling asleep.	婴儿满足地吮吸奶瓶里的牛奶，然后睡着了。	搭配：suck up（吸起；奉承）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	163	swallow	/ˈswɒləʊ/	v.	核心	咽下，吞下		It's dangerous to swallow chewing gum, as it may cause digestive problems.	吞下口香糖很危险，可能会引起消化问题。	名词：swallow（吞咽；燕子）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	164	lick	/lɪk/	v.	高频	舔		The dog licked its owner's hand to show affection and gratitude.	狗舔主人的手以示喜爱和感激。	名词：lick（舔；少量）；习语：lick one's lips（垂涎欲滴）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
12	饮食健康	165	chew	/tʃuː/	v.	核心	咀嚼		You should chew each bite thoroughly to help your stomach digest easily.	你应该彻底咀嚼每一口食物，帮助胃更容易消化。	名词：chewing gum（口香糖）；搭配：chew over（仔细考虑）	https://www.leonwang.cc/ielts-vocab/data-12.js?v=20260618-1
